id,label,source,subject,sender,body,urls,notes
,legitimate,spamassassin,"[Razor-users] Re: Can't use and undefined value.."" error",,"> Date: Mon, 30 Sep 2002 14:00:12 -0400 (EDT)
> From: Dayv Gastonguay <noghri@nauticom.net>
>
> I just installed razor 2.152 on a FreeBSD 4.4-RELEASE box and having
> problems with razor-check.  Any time razor-check is run, (with or without
> arguments), i get this error:
>
> Can't use an undefined value as a symbol reference at
> /usr/local/lib/perl5/site_perl/5.005/i386-freebsd/Razor2/Client/Agent.pm
> line 756.
>
 Try installing the latest Perl (at least 5.6.1) port on Freebsd and make
sure you set the system to use perl from ports (i.e. in the
ports/lang/perl5/files directory run ./use.perl port. Reinstall the relevant
perl modules needed by razor and try again.

Sven



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,[Razor-users] Fire.cloudmark.com is having issues,,"I noticed a drop in checks, and did some tests.  If I move truth up in
my catalog list, a check comes back postive, but if I move fire up in
the list, then I don't get the positive check back.  It's almost like
it's not syncing up with Hubris which is the one my reports are getting
sent to.

-=Bobby


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,RE: [Razor-users] Fire.cloudmark.com is having issues,,"What does this mean?  I set up procmailrc for a spamtrap but I'm getting
an error.  I also am reporting to pyzor and dcc and they aren't
registering an error.  What's weird is that it works sometimes.

.
Oct 02 23:46:11.470523 report[14051]: [ 4] honor.cloudmark.com >> 20
Oct 02 23:46:11.470805 report[14051]: [ 6] response to sent.3
-res=1
err=230
.
Oct 02 23:46:11.471825 report[14051]: [ 5] mail 1, orig_email, special
case eng 1: Server accept
ed report.
Oct 02 23:46:11.472228 report[14051]: [ 8] mail 1.0, eng 4: err 230 -
server wants mail


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,[Razor-users] Problem with SDK 2.03?,,"I recently brought up a new system - SuSe 7.3 and I am running
spamassassin and procmail, which work fine.

I tried bringing up razor (2.14) but I am not able to get the SDK to
install and razor reports missing modules. They appear to be there. I
followed the installation directions. There appears to be an endless list
of errors. Any ideas on what to do or where to start?

Doug




-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Fire.cloudmark.com is having issues,,"Error 230 occurs when you report a signature, but the server doesn't
know about the signature, so it wants the full content.  It's
basically an optimization.  

Beyond that, I'm not sure how to interpret that output.. what version?
Vipul?

--jordan

On Wed, Oct 02, 2002 at 11:59:01PM -0400, Rose, Bobby wrote:
# What does this mean?  I set up procmailrc for a spamtrap but I'm getting
# an error.  I also am reporting to pyzor and dcc and they aren't
# registering an error.  What's weird is that it works sometimes.
# 
# .
# Oct 02 23:46:11.470523 report[14051]: [ 4] honor.cloudmark.com >> 20
# Oct 02 23:46:11.470805 report[14051]: [ 6] response to sent.3
# -res=1
# err=230
# .
# Oct 02 23:46:11.471825 report[14051]: [ 5] mail 1, orig_email, special
# case eng 1: Server accept
# ed report.
# Oct 02 23:46:11.472228 report[14051]: [ 8] mail 1.0, eng 4: err 230 -
# server wants mail
# 
# 
# -------------------------------------------------------
# This sf.net email is sponsored by:ThinkGeek
# Welcome to geek heaven.
# http://thinkgeek.com/sf
# _______________________________________________
# Razor-users mailing list
# Razor-users@lists.sourceforge.net
# https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Fire.cloudmark.com is having issues,,"If you examine the log further, you'll see debug messages generated by the
(content) reporting process that follows error 230.

On Wed, Oct 02, 2002 at 10:20:49PM -0700, Jordan Ritter wrote:
> Error 230 occurs when you report a signature, but the server doesn't
> know about the signature, so it wants the full content.  It's
> basically an optimization.  
> 
> Beyond that, I'm not sure how to interpret that output.. what version?
> Vipul?
> 
> On Wed, Oct 02, 2002 at 11:59:01PM -0400, Rose, Bobby wrote:
> # What does this mean?  I set up procmailrc for a spamtrap but I'm getting
> # an error.  I also am reporting to pyzor and dcc and they aren't
> # registering an error.  What's weird is that it works sometimes.
> # 
> # .
> # Oct 02 23:46:11.470523 report[14051]: [ 4] honor.cloudmark.com >> 20
> # Oct 02 23:46:11.470805 report[14051]: [ 6] response to sent.3
> # -res=1
> # err=230
> # .
> # Oct 02 23:46:11.471825 report[14051]: [ 5] mail 1, orig_email, special
> # case eng 1: Server accept
> # ed report.
> # Oct 02 23:46:11.472228 report[14051]: [ 8] mail 1.0, eng 4: err 230 -
> # server wants mail




-- 

Vipul Ved Prakash          |   ""The future is here, it's just not 
Software Design Artist     |    widely distributed yet.""
http://vipul.net/          |              -- William Gibson



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,"Re: [Razor-users] ""No razor servers available at this time""",,"I'm still seeing razor reporting bomb out with a small variety of messages.
Would reinitializing something here help, or does razor do that as needed
anyway, and this just reflects trouble at the servers?

Also, since these are reports I'm making from within Mutt, it's annoying
that the error messages garble the X window a bit. If there's nothing
constructive to do about razor failing, can I at least turn off the failure
messages? One way or the other I'd rather not see them.

Whit 

On Wed, Sep 25, 2002 at 12:57:13PM -0400, Whit Blauvelt wrote:
> I'm getting ""no servers available"" about half the time in the last few days.
> This is with Razor 2. Is there something I need adjust in the installation
> here, or are the servers just down/overloaded?
> 
> Thanks,
> Whit


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,[Razor-users] problems with hubris and/or discovery,,"trying to report spam [razor chooses hubris] I timeout on the connection
(which seems to have gotten slower all morning) and receive the following
error message:

razor-report error: connect4: nextserver: discover1: Error reading socket
connect4: nextserver: discover1: Error reading socket

I then try to run razor-admin -discover and receive the same error .....
problems with the servers today? only one discovery server?

Sven



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] problems with hubris and/or discovery,,"Folks,

     There have been several major internet outages this morning,
     across major providers UUNet, Genuity, and god knows who else.
     Various routes across the Internet backbones have been
     disappearing, repropagating, and disappearing again.

     This has caused and exacerbated several problems which we are
     working on correcting right now.  We apologize for the
     inconvenience..

Best, 

--jordan



On Thu, Oct 03, 2002 at 01:18:25PM -0400, Sven Willenberger wrote:
# trying to report spam [razor chooses hubris] I timeout on the connection
# (which seems to have gotten slower all morning) and receive the following
# error message:
# 
# razor-report error: connect4: nextserver: discover1: Error reading socket
# connect4: nextserver: discover1: Error reading socket
# 
# I then try to run razor-admin -discover and receive the same error .....
# problems with the servers today? only one discovery server?
# 
# Sven
# 
# 
# 
# -------------------------------------------------------
# This sf.net email is sponsored by:ThinkGeek
# Welcome to geek heaven.
# http://thinkgeek.com/sf
# _______________________________________________
# Razor-users mailing list
# Razor-users@lists.sourceforge.net
# https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,"[Razor-users] FW: [EVENT NOTIFICATION] UUnet North American
    Backbone Problems 2 0021003@06:00 PDT [TIX106448]",,"For everyone's benefit/edification, regardless of Razor usage.

--jordan

-----Original Message-----
From: InterNAP Backbone Status Reports [mailto:noc@internap.com]
Sent: Thursday, October 03, 2002 11:30 AM
To: InterNAP Backbone Status Reports
Subject: [EVENT NOTIFICATION] UUnet North American Backbone Problems
20021003@06:00 PDT [TIX106448] (fwd)


Hello,

I have just spoken with an UUnet technician at 11:23 PDT and he was unable
to provide me with any new information regarding the outage.  He did
confirm that problems had spread beyond the east coast and are now seen
nationwide through out their network.  They are currently working with
their hardware vendor to try and isolate the issue.

A large number of Internap's connections to UUnet remain shutdown and
traffic is being routed over alternate providers.  The scale of this
outage is causing a large number of peering points with UUnet and other
providers to be flooded due to the large traffic shifts.

If you have problems reaching specific sites please send an email to
noc@internap.com containing a traceroute and source/destination IP
addresses and we will investigate.  If it is possible will will attempt to
move specific prefixes onto an alternate provider leaving an Internap PNAP
if that will provide better performance.

Regards,
Andrew

--------------------------------------------------------------------
Andrew Dul                                 Network Operations Center
InterNAP Network Services                   E-Mail: noc@internap.com
andrew@internap.com                    206.256.9500 - 1.877.THE.INOC

The contents of this email message are confidential and proprietary.

---------- Forwarded message ----------
Date: Thu, 3 Oct 2002 08:51:26 -0700 (PDT)
From: Andrew Dul <andrew@internap.com>
Subject: [EVENT NOTIFICATION] UUnet North American Backbone Problems
    [TIX106448]


UUnet is currently experiencing a large number of problems in their North
American backbone.  Internap has been aware of these pr",,
,legitimate,spamassassin,"[Razor-users] Re: Can't call method ""log"" with SA/Razor2",,"This is happening due to insufficient write access to the
""razor-agent.log"" file. I was getting the same error, but
only as a non-root user.  As a quick workaround, you can do
""chmod go+w razor-agent.log"".

In Agent.pm, when then the Logger object is created, it
doesn't check whether the logfile is writable by the current
user. Then, when a write attempt is made, it bails out with
the ""unblessed reference"" error.

Hope that helps,
Michael

> I just noticed the following log entries in my syslog with the latest
> Spamassassin CVS (set up using spamc/spamd) and razor-agents 2.14:
>
> Jul 26 17:30:09 timmy spamd[54928]: razor2 check skipped: No such file or
> directory Can't call method ""log"" on unblessed reference at
> /usr/local/lib/perl5/site_perl/5.6.1/Razor2/Client/Agent.pm line 211,
> <STDIN> line 25.
>
> I saw this after checking if my upgrade from razor-agents 2.12 to 2.14 went
> okay, but the problem is still there after downgrading back to 2.12.  I
> don't really know when this started happening, :-/
>
> Any ideas on the problem?
>
> - Robert





-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Collision of hashes?,,"-----BEGIN PGP SIGNED MESSAGE-----
Hash: SHA1

de'i Thursday 29 August 2002 13:36 la Fox cusku di'e
> The following was personal correspondence between two people.  I can't
>
> fathom how Razor thinks it is spam:

Was it sent in HTML? If so, and it had a background, the background may have 
been sent in a spam.

cmeclax
-----BEGIN PGP SIGNATURE-----
Version: GnuPG v1.0.7 (GNU/Linux)

iD8DBQE9bq9f3/k1hdmG9jMRAk4XAJ9CheEA+/hLIU9zTzfJbPyoPUm+XwCfXgZ1
tg7Fn8JcG9Q13UlKVfaOJzk=
=Mw8+
-----END PGP SIGNATURE-----


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Collision of hashes?,,"On Thu, Aug 29, 2002 at 07:33:44PM -0400, cmeclax po'u le cmevi'u ke'umri wrote:
> 
> Was it sent in HTML? If so, and it had a background, the background may have 
> been sent in a spam.

razor-agents 2.14 needs all parts to be spam to make a positive decision
(though this will change with the next release), so it couldn't have been
a background. Could you send me the debug log?

cheers,
vipul.

-- 

Vipul Ved Prakash          |   ""The future is here, it's just not 
Software Design Artist     |    widely distributed.""
http://vipul.net/          |              -- William Gibson



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,[Razor-users] Razor and Pine,,"I've been testing Razor, invoked from sendmail/procmail and so far it
seems pretty copacetic. Last night's spam to the list provided a good test
- the spam itself as well as several of the responses were flagged, as
other list members reported.

This morning I piped the messages out from pine, being careful to use the
RAW mode, to razor-check -d. None of the messages come back as spam, even
the spam. Since folks revoked the false positives, I understand why they
would not come up, but not the spam itself, unless that also was revoked.

Is this spam just a bad one to test against, or is there some setting in
pine or razor that I am missing?

-- 
sc



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Razor and Pine,,"On Wed, 9 Oct 2002 09:15:03 -0400 (EDT), Samuel Checker <sc@pffcu.org> wrote:

> I've been testing Razor, invoked from sendmail/procmail and so far it
> seems pretty copacetic. Last night's spam to the list provided a good test
> - the spam itself as well as several of the responses were flagged, as
> other list members reported.
> 
> This morning I piped the messages out from pine, being careful to use the
> RAW mode, to razor-check -d. None of the messages come back as spam, even
> the spam. Since folks revoked the false positives, I understand why they
> would not come up, but not the spam itself, unless that also was revoked.
> 
> Is this spam just a bad one to test against, or is there some setting in
> pine or razor that I am missing?

    Are you using Spamassassin on the input side?  I've just changed my sendmail installation and am looking for the 'proper' way to pass it through there, systemwide, before accepting it and sending it to the users.  It's kinda problematic to set up procmail scripts for every user, when the user's home directories are NFS mounted....and the source is on my own machine, on which I try new things. (And it's the only machine with the drivespace...)
  
------------------------------------------------------------------------
Brian Fahrl�nder              Linux Zealot, Conservative, and Technomad
Evansville, IN                    My Voyage: http://www.CounterMoon.com
ICQ  5119262
------------------------------------------------------------------------
angegangen, Schlange-H�ften, sein es ganz r�ber jetzt. B�gel innen fest,
weil es eine lange, s�sse Fahrt ist. 


-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,Re: [Razor-users] Razor and Pine,,"On Wed, 9 Oct 2002, Brian Fahrlander wrote:

> On Wed, 9 Oct 2002 09:15:03 -0400 (EDT), Samuel Checker <sc@pffcu.org> wrote:
>
> > I've been testing Razor, invoked from sendmail/procmail and so far it
> > seems pretty copacetic. Last night's spam to the list provided a good test
> > - the spam itself as well as several of the responses were flagged, as
> > other list members reported.
> >
>
>     Are you using Spamassassin on the input side?  I've just changed my sendmail installation and am looking for the 'proper' way to pass it through there, systemwide, before accepting it and sending it to the users.  It's kinda problematic to set up procmail scripts for every user, when the user's home directories are NFS mounted....and the source is on my own machine, on which I try new things. (And it's the only machine with the drivespace...)
>

I've not used Spamassassin on the KISS principle. I just have procmail
adding an X-header and optionally modifying the Subject if razor-check
comes back positive.

-- 
sc



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,[Razor-users] razor vs cloudmark - merging?,,"I am somewhat puzzled by a phone call I (or rather the CIO at the ISP for
whom I work) received from an individual claiming to represent Cloudmark.
The gist of the call was that since we were using razor and checking our
mail against the razor servers and that since those servers contain
information proprietary to Cloudmark, we would [in the near future?] be
required to begin paying Cloudmark/spamnet $1.00/user per year. I was
wondering if anyone else has received such a call?

I am curious as to whether a spammer has begun to try contacting razor users
with the above tactic in an effort to get them to stop using razor or
whether the open source/community aspect of the razor project is going by
the wayside in lieu of a strictly commercial approach (ala brightmail and
the likes).

Sven



-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users",,
,legitimate,spamassassin,use of base image / delta image for automated recovery from attacks,,"Hi,

I was inspired by a mode of operation supported by VMWare. You can have a
base disk image shared by multiple virtual machine (vm) instances. That base
image is never altered by a vm instance. Instead, each vm instance writes
changes to its own ""redo"" log. Future hard disk reads from that vm instance
incorporate both the base image and the appropriate redo log to present the
current disk image for that specific virtual machine.

This is described here (thanks to Duane for providing this link on the
honeypots mailing list)
http://www.vmware.com/support/reference/common/disk_sharing.html

Could this basic concept be used to easily make self-fixing client/server
applications that efficiently and automatically recover from most attacks,
even before those attacks have been discovered? Here is what I imagine.

The physical architectures of most production client/server systems are
layered. For example, your basic web application might have a web server
running Apache, connected to an application server running some J2EE or .Net
business logic, connected to a database server for persistence. The only one
of these whose disk image really should evolve over time is the database
server, and even here you often put the static RDBMS software on one
partition and the changeable datafiles on another partition. It is only the
partition with the volatile datafiles that must be allowed to change from
one boot to the next. Other paritions may need to be writable for, say, swap
space, but these changes could be eliminated on each reboot.

When someone cracks this system, they will probably change an image that
shouldn't be changed. E.g., they might leverage a buffer overflow in IIS or
Apache to install a trojan or a backdoor on the more exposed web server. But
what if the web server ran off a base image, writing changes to a ""delta"" or
""redo"" partition? And then what if every night it automatically erased the
redo partition and rebooted? The downtime involved for each machine woul",,
,legitimate,spamassassin,Re: Secure Sofware Key,,"On Tue, Sep 03, 2002 at 09:03:40PM -0400, Yannick Gingras wrote:
> This make me wonder about the relative protection of smart cards.  They have 
> an internal procession unit around 4MHz.  Can we consider them as trusted 
> hardware ?  The ability to ship smart cards periodicaly uppon cashing of a 
> monthly subscription fee would not raise too much the cost of ""renting"" the 
> system.  Smart card do their own self encryption.  Can they be used to 
> decrypt data needed by the system ?  The input of the system could me mangled 
> and the would keep a reference of how long it was in service.
> 
> This sounds really feasible but I may be totaly wrong.  I may also be wrong 
> about the safety of a smart card.  
> 
> What do you think ?

That's similar to using hard-locks (either the old parallel, or the new
usb).

The problem is that that piece of hardware is trustworthy, but the rest of
the PC isn't, so a cracker just needs to simulate the lock/smart card, or
peek at the executable after the lock has been deactivated.

Regards,
Luciano Rocha

-- 
Consciousness: that annoying time between naps.",,
,legitimate,spamassassin,"RE: use of base image / delta image for automated recovery from a
    ttacks",,"I did something crudely along those lines for VMS VAX maybe 13 years
ago; there is at least one product that does it for PC though I don't
recall its name. It is also handy for cases where you have a CD image
of some filesystem (or some other image of a filesystem) that is
intrinsically readonly but whose filesystem will not accept (or is
not graceful) readonly storage. It is also more or less necessary
if you want to work with WORM file structures, which are older still.
There have been a number of filesystems for those dating back to the
early 1980s if not before.

A generic facility of the type you mention is also one way to implement
snapshots on top of an existing filesystem. The written information
must (obviously!) be seekable so you can provide the illusion that you
wrote to the storage. A device level implementation is however perfectly
adequate.

It does not, of course, distinguish for you what should have been changed
and what should not. If you truly know a device (or perhaps a partition)
must not be written, it can be simpler to either return error on writes,
or to just return a fake success on writes yet discard the data. (NTFS
lives with the latter strategy just fine from my experiments. I have not
tried it on extf3 or reiser.) 

BTW, think about your mention of RAID and consider the complexity of
writing to RAID4 or RAID5...
I would contend that with cheaper storage these days, it makes little sense
to use RAID, save for shadowing and possibly striping. Those at least do
not have the complexity and slowup dangers that higher RAID levels have, and
there is not a need to save the cost of disk so much where a single disk
may hold 200 gigs and up. Why not dedicate another whole disk to fault
recovery
and lose the complexity and slow write (sometimes) of RAID?

Glenn Everhart


-----Original Message-----
From: bmord@icon-nicholson.com [mailto:bmord@icon-nicholson.com]
Sent: Tuesday, September 03, 2002 3:04 PM
To: Webappsec Securityfocus.Com; SECPROG Secur",,
,legitimate,spamassassin,"Re: FW: use of base image / delta image for automated recovery
    from attacks",,"Scott MacKenzie wrote:

>There is a software package that is used (or was up through w2k) 
>on MicroSloth for this purpose. Ghost, or some such. One essentially 
>""takes a picture"" of the machine's proper config, and then upon 
>schedule or demand replaces the machine's current config with the 
>proper picture. It essentially over-writes the entire disk drive. 
>Especially good for student access machines at libraries, etc.
>
And it is pretty common practice in some environments with public 
workstations to just wipe and re-install Windows machines on a weekly 
(or even daily) basis. It's easier than trying to maintain Windows.

Crispin

-- 
Crispin Cowan, Ph.D.
Chief Scientist, WireX                      http://wirex.com/~crispin/
Security Hardened Linux Distribution:       http://immunix.org
Available for purchase: http://wirex.com/Products/Immunix/purchase.html",,
,legitimate,spamassassin,RE: Secure Sofware Key,,"the only way to insure a safe key is to use all the storage space in the
universe. too big to decrypt.

my point is there will never be a ""safe"" key. what I would consider is how
long does the data need to be protected. if you need to protect the data for
longer than 6 months, do not release it to the public. if you are trying to
stop the general public (your customer) from coping the data then use what
is available on the market. If you want to stop the bootleggers do not
release the data to the public.

I have never seen a lock that could not be unlocked. the act of unlocking
the key gives away it's secret.

the tougher the lock the more pissed-off your customers will be. take MS-XP
for example. only the home user is forced to register. think of the
nightmare if business had to register every copy. how many times have we
needed to reinstall our laptop OS? notice the amount of Mac's sold after the
XP release. these where mostly home users that converted to Mac OS.

the new Audio CD's that have digital copy protection so not play on my
computer. does this stop me from copying the CD? no. however it does make me
return them and get my money back.

the more popular the software the more likely it is to be cracked.

jef",,
,legitimate,spamassassin,"Re: use of base image / delta image for automated recovery from
    attacks",,"> Simple approxmation to this: make /usr a separate partion, and mount it 
> read-only:
> 
>    * The good news: attackers that want to trojan your software have to
>      reboot, at least.
>    * The bad news: administrators that want to update your software
>      have to reboot, at least.

No reboot is required, you just need to remount it:

	# mount -o remount,rw /usr

This requires root access, but presumably /usr is safe from non-root
users anyway.

Only way to disable this is to have the kernel compiled with something
that compartmentalizes capabilities (LIDS/etc on Linux for example) or to
remove CAP_SYS_ADMIN with lcap, which would definately require a reboot,
and possibly break some other functionatily to boot.  (Pun intended.  My
apologies.)

--
Brian Hatch                  ""Are you expected?""
   Systems and               ""No.  Dreaded.""
   Security Engineer
www.hackinglinuxexposed.com

Every message PGP signed",,
,legitimate,spamassassin,"Re: FW: use of base image / delta image for automated recovery
    from attacks",,"There is a software package that is used (or was up through w2k) 
on MicroSloth for this purpose. Ghost, or some such. One essentially 
""takes a picture"" of the machine's proper config, and then upon 
schedule or demand replaces the machine's current config with the 
proper picture. It essentially over-writes the entire disk drive. 
Especially good for student access machines at libraries, etc.

Ben Mord wrote:
> 
>   -----Original Message-----
>   From: Crispin Cowan [mailto:crispin@wirex.com]
>   Sent: Wednesday, September 04, 2002 5:46 PM
>   To: Ben Mord
>   Cc: Webappsec Securityfocus.Com; SECPROG Securityfocus
>   Subject: Re: use of base image / delta image for automated recovery from
>  attacks
> 
> >  I did my dissertation work in this area (Optimistic Computing) and so was
> >interested in applying it to the security problem. Unfortunately, you hit a
> >bunch of problems:
> 
> >    a.. When can you ""commit"" a state as being ""good""?  You can't run from
> a
> >redo log forever; the performance and storage penalties accumulate. Even
> log
> >structured file systems garbage collect eventually. So you have to commit
> >sometime. The problem is that if you commit too eagerly, you might commit
> >corrupted state. If you commit too conservatively, you eat performance and
> >storage penalties.
> >    b.. What do you do if you discover that there is corrupted state in the
> >*middle* of your redo log, and you want some of the critical state that
> >comes after it? You need some way to dig the corruption out of the middle
> >and save the rest. My dissertation solves this problem, but you have to
> >re-write everything in my programming language :)
> .    c.. Just doing this at all imposes substantial performance penalties. I
> >love VMWare, and use it every day (the best $200 I ever spent on software)
> >.but it is not very fast.
> 
> My proposed solution to the first two problems you mention is to be less
> ambitious. The idea is that you *never* commit - instead, y",,
,legitimate,spamassassin,Re: Secure Sofware Key,,"> However, cracking and reverse engineering tools are not so ubiquitous on
> UNIX as they are on Windows platform for two main reasons:
>
> 1. The main customers of commercial Unices (Solaris, HP-UX, Aix, SCO...)
> are respectable companies. They are ready to pay big bucks for software
> they need: the reputation matters.
>
> 2. Most software for free and open source Unices like Linux and xBSD (this
> software often may be used on commercial unices as well) is, well, free and
> open source.

Thanks to your answers, I start to see where I should head for.  What are your 
sugestions for protecting a 100% online requirement system ?

-- 
Yannick Gingras
Coder for OBB : Observing Bantu-speaking Butanone
http://OpenBeatBox.org",,
,legitimate,spamassassin,"Re: use of base image / delta image for automated recovery from
    attacks",,"Ben Mord wrote:

>     -----Original Message-----
>     *From:* Crispin Cowan [mailto:crispin@wirex.com]
>     *Sent:* Wednesday, September 04, 2002 5:46 PM
>     *To:* Ben Mord
>     *Cc:* Webappsec Securityfocus.Com; SECPROG Securityfocus
>     *Subject:* Re: use of base image / delta image for automated
>     recovery from attacks
>
>     Ben Mord wrote:
>
>>I was inspired by a mode of operation supported by VMWare. [use VMWare's ability to rolll back state to recover from intrusions]
>>
>     I did my dissertation work in this area (Optimistic Computing
>     <http://www.cse.ogi.edu/%7Ecrispin/hope.pubs.html>) and so was
>     interested in applying it to the security problem. Unfortunately,
>     you hit a bunch of problems:
>
>         * When can you ""commit"" a state as being ""good""?  You can't
>           run from a redo log forever; the performance and storage
>           penalties accumulate. Even log structured file systems
>           garbage collect eventually. So you have to commit sometime.
>           The problem is that if you commit too eagerly, you might
>           commit corrupted state. If you commit too conservatively,
>           you eat performance and storage penalties.
>         * What do you do if you discover that there is corrupted state
>           in the *middle* of your redo log, and you want some of the
>           critical state that comes after it? You need some way to dig
>           the corruption out of the middle and save the rest. My
>           dissertation solves this problem, but you have to re-write
>           everything in my programming language :)
>         * Just doing this at all imposes substantial performance
>           penalties. I love VMWare, and use it every day (the best
>           $200 I ever spent on software) but it is not very fast.   
>
> My proposed solution to the first two problems you mention is to be 
> less ambitious. The idea is that you *never* commit - instead, you 
> simply revert to base stat",,
,legitimate,spamassassin,"RE: use of base image / delta image for automated recovery from
    attacks",,"-----Original Message-----
From: Crispin Cowan [mailto:crispin@wirex.com]
Sent: Wednesday, September 04, 2002 7:30 PM
To: Ben Mord
Cc: Webappsec Securityfocus.Com; SECPROG Securityfocus
Subject: Re: use of base image / delta image for automated recovery from
attacks


Ben Mord wrote:

>>     -----Original Message-----
>>     *From:* Crispin Cowan [mailto:crispin@wirex.com]
>>     *Sent:* Wednesday, September 04, 2002 5:46 PM
>>     *To:* Ben Mord
>>     *Cc:* Webappsec Securityfocus.Com; SECPROG Securityfocus
>>     *Subject:* Re: use of base image / delta image for automated
>>     recovery from attacks
>>
>>     Ben Mord wrote:
>>
>> My proposed solution to the first two problems you mention is to be
>> less ambitious. The idea is that you *never* commit - instead, you
>> simply revert to base state on reboot.

>Ah. In that case, you can use something considerably less powerful than
>VMWare. All you need is a machine configured to boot from CD-ROM and use
>a RAM disk for scratch space. Numerous Linux distros are available that
>let you boot a stateless but functional system from CD-ROM.

But RAM is expensive, and the directory structures of many systems (e.g.
Windows) are not sufficiently organized and standardized to make this
combination of bootable CDs and RAM drives practical. Even if you are
fortunate enough to be using Linux (or another FHS-compliant *nix), you
still can't fit a lot on a CD. Its not unusual today to have gigabytes of
static multimedia content on the web server. This particular problem can be
alleviated somewhat by using DVDs, but this is a temporary solution at best
which will become outdated quickly as our data requirements grow and hard
drives become cheaper.

>> Obviously, you can't do this with partitions that accrue important
>> state, e.g. a partition that stores database table data.

>... but if you *do* want some state to persist, then you need a
>mountable writable partition. To protect it, you need some kind of
>access control mana",,
